GPSTime,Left T2C (deg C),Left NG (%),Left IGV (deg)
9/26/2011 12:55,28.2583,66.39542,56.60891
9/26/2011 12:55,28.2583,66.46957,56.60009
9/26/2011 12:55,28.3186,66.43248,56.6099
9/26/2011 12:55,28.3186,66.43248,56.59135
9/26/2011 12:55,28.27954,66.43248,56.60357
9/26/2011 12:55,28.27954,66.46957,56.5917
9/26/2011 12:55,28.35071,66.43248,56.60083
9/26/2011 12:55,28.35071,66.43248,56.60905
9/26/2011 12:55,28.34674,66.43248,56.56892
9/26/2011 12:55,28.34674,66.46957,56.60007
9/26/2011 12:55,28.4072,66.39542,56.59282
9/26/2011 12:55,28.4072,66.46957,56.6307
9/26/2011 12:55,28.32761,66.43248,56.60196
9/26/2011 12:55,28.32761,66.43248,56.59264
9/26/2011 12:55,28.12949,66.50671,56.60996
9/26/2011 12:55,28.12949,66.39542,56.61446
9/26/2011 12:55,27.95667,66.39542,56.59611
9/26/2011 12:55,27.95667,66.39542,56.58892
9/26/2011 12:55,27.74658,66.39542,56.59083
9/26/2011 12:55,27.74658,66.43248,56.61252
9/26/2011 12:55,27.71896,66.39542,56.58371
9/26/2011 12:55,27.71896,66.35841,56.62591
9/26/2011 12:55,27.78305,66.39542,56.61788
9/26/2011 12:55,27.78305,66.39542,56.61911
9/26/2011 12:55,27.89728,66.43248,56.60994
9/26/2011 12:55,27.89728,66.39542,56.6187
9/26/2011 12:56,27.79129,66.43248,56.628
9/26/2011 12:56,27.79129,66.43248,56.61966
9/26/2011 12:56,27.90353,66.43248,56.61301
9/26/2011 12:56,27.90353,66.43248,56.61995
9/26/2011 12:56,27.82355,66.39542,56.6284
9/26/2011 12:56,27.82355,66.39542,56.61006
9/26/2011 12:56,27.80667,66.43248,56.60756
9/26/2011 12:56,27.80667,66.39542,56.60862
9/26/2011 12:56,27.74777,66.35841,56.59367
9/26/2011 12:56,27.74777,66.35841,56.60501
9/26/2011 12:56,27.81131,66.39542,56.5989
9/26/2011 12:56,27.81131,66.39542,56.60159
9/26/2011 12:56,27.90207,66.43248,56.60392
9/26/2011 12:56,27.90207,66.39542,56.59784
9/26/2011 12:56,27.7695,66.39542,56.58687
9/26/2011 12:56,27.7695,66.39542,56.58465
9/26/2011 12:56,27.68948,66.35841,56.63979
9/26/2011 12:56,27.68948,66.39542,56.6137
9/26/2011 12:56,27.61292,66.35841,56.59461
9/26/2011 12:56,27.61292,66.43248,56.60702
9/26/2011 12:56,27.6149,66.35841,56.60621
9/26/2011 12:56,27.6149,66.35841,56.61242
9/26/2011 12:56,27.66672,66.39542,56.616
9/26/2011 12:56,27.66672,66.39542,56.63339
9/26/2011 12:56,27.69067,66.35841,56.59494
9/26/2011 12:56,27.69067,66.35841,56.58788
9/26/2011 12:56,27.69312,66.43248,56.60187
9/26/2011 12:56,27.69312,66.39542,56.6165
9/26/2011 12:56,27.64166,66.39542,56.59904
9/26/2011 12:56,27.64166,66.39542,56.59838
9/26/2011 12:56,27.61139,66.43248,56.58239
9/26/2011 12:56,27.61139,66.35841,56.5928
9/26/2011 12:56,27.64603,66.35841,56.60596
9/26/2011 12:56,27.64603,66.39542,56.60946
9/26/2011 12:56,27.77527,66.43248,56.59132
9/26/2011 12:56,27.77527,66.35841,56.61215
9/26/2011 12:56,28.04587,66.39542,56.60382
9/26/2011 12:56,28.04587,66.39542,56.61528
9/26/2011 12:56,28.08438,66.35841,56.61687
9/26/2011 12:56,28.08438,66.46957,56.61724
9/26/2011 12:56,28.20419,66.39542,56.60864
9/26/2011 12:56,28.20419,66.39542,56.61362
9/26/2011 12:56,28.1015,66.43248,56.60071
9/26/2011 12:56,28.1015,66.43248,56.62766
9/26/2011 12:56,27.92212,66.65565,56.53185
9/26/2011 12:56,27.92212,66.95557,56.47455
9/26/2011 12:56,27.88785,66.84279,56.35576
9/26/2011 12:56,27.88785,66.24763,56.49528
9/26/2011 12:56,27.95712,66.32145,56.56963
9/26/2011 12:56,27.95712,66.35841,56.59984
9/26/2011 12:56,27.7388,66.46957,56.54991
9/26/2011 12:56,27.7388,66.43248,56.54528
9/26/2011 12:56,27.45602,66.46957,56.53504
9/26/2011 12:56,27.45602,66.43248,56.55648
9/26/2011 12:57,27.35947,66.39542,56.55252
9/26/2011 12:57,27.35947,66.32145,56.55014
9/26/2011 12:57,27.45984,66.28452,56.58438
9/26/2011 12:57,27.45984,66.35841,56.6023
9/26/2011 12:57,27.37619,66.32145,56.59678
9/26/2011 12:57,27.37619,66.32145,56.51585
9/26/2011 12:57,27.42307,66.35841,56.59514
9/26/2011 12:57,27.42307,66.35841,56.5866
9/26/2011 12:57,27.43973,66.28452,56.59623
9/26/2011 12:57,27.43973,66.35841,56.60352
9/26/2011 12:57,27.27112,66.39542,56.57176
9/26/2011 12:57,27.27112,66.43248,56.56962
9/26/2011 12:57,27.25693,66.39542,56.58105
9/26/2011 12:57,27.25693,66.39542,56.59539
9/26/2011 12:57,27.37329,66.39542,56.58388
9/26/2011 12:57,27.37329,66.39542,56.59139
9/26/2011 12:57,27.56076,66.43248,56.59798
9/26/2011 12:57,27.56076,66.39542,56.57984
9/26/2011 12:57,27.55334,66.32145,56.589
9/26/2011 12:57,27.55334,66.35841,56.61333
9/26/2011 12:57,27.63193,66.39542,56.59537
9/26/2011 12:57,27.63193,66.43248,56.59565
9/26/2011 12:57,27.6174,66.43248,56.56895
9/26/2011 12:57,27.6174,66.32145,56.57695
9/26/2011 12:57,27.8027,66.32145,56.60305
9/26/2011 12:57,27.8027,66.39542,56.61175
9/26/2011 12:57,27.90292,66.39542,56.59914
9/26/2011 12:57,27.90292,66.43248,56.59893
9/26/2011 12:57,27.72742,66.35841,56.59368
9/26/2011 12:57,27.72742,66.58109,56.51828
9/26/2011 12:57,27.77078,66.54388,56.52813
9/26/2011 12:57,27.77078,66.58109,56.56291
9/26/2011 12:57,27.94913,66.58109,56.59844
9/26/2011 12:57,27.94913,66.58109,56.56262
9/26/2011 12:57,27.88531,66.28452,56.57489
9/26/2011 12:57,27.88531,66.24763,56.59173
9/26/2011 12:57,27.81821,66.32145,56.61209
9/26/2011 12:57,27.81821,66.32145,56.59061
9/26/2011 12:57,27.51743,66.35841,56.56732
9/26/2011 12:57,27.51743,66.39542,56.56887
9/26/2011 12:57,27.59995,66.43248,56.59718
9/26/2011 12:57,27.59995,66.39542,56.54955
9/26/2011 12:57,27.4884,66.43248,56.56089
9/26/2011 12:57,27.4884,66.35841,56.54525
9/26/2011 12:57,27.51166,66.35841,56.60837
9/26/2011 12:57,27.51166,66.35841,56.62247
9/26/2011 12:57,27.52347,66.35841,56.58348
9/26/2011 12:57,27.52347,66.39542,56.62211
9/26/2011 12:57,27.41302,66.39542,56.61528
9/26/2011 12:57,27.41302,66.32145,56.62092
9/26/2011 12:57,27.30099,66.28452,56.58301
9/26/2011 12:57,27.30099,66.32145,56.58844
9/26/2011 12:57,27.39499,66.35841,56.59519
9/26/2011 12:58,27.39499,66.39542,56.59965
9/26/2011 12:58,27.44119,66.35841,56.58518
9/26/2011 12:58,27.44119,66.35841,56.5855
9/26/2011 12:58,27.58804,66.35841,56.6021
9/26/2011 12:58,27.58804,66.35841,56.60094
9/26/2011 12:58,27.83252,66.39542,56.62171
9/26/2011 12:58,27.83252,66.43248,56.63583
9/26/2011 12:58,27.50967,66.39542,56.61425
9/26/2011 12:58,27.50967,66.35841,56.59307
9/26/2011 12:58,27.47342,66.39542,56.62308
9/26/2011 12:58,27.47342,66.35841,56.59307
9/26/2011 12:58,27.46457,66.35841,56.56623
9/26/2011 12:58,27.46457,66.32145,56.5722
9/26/2011 12:58,27.31711,66.32145,56.56223
9/26/2011 12:58,27.31711,66.32145,56.58895
9/26/2011 12:58,27.59756,66.28452,56.6251
9/26/2011 12:58,27.59756,66.28452,56.6217
9/26/2011 12:58,27.85849,66.35841,56.63757
9/26/2011 12:58,27.85849,66.32145,56.62564
9/26/2011 12:58,27.82565,66.39542,56.57938
9/26/2011 12:58,27.82565,66.35841,56.63969
9/26/2011 12:58,27.79141,66.35841,56.55325
9/26/2011 12:58,27.79141,66.35841,56.56525
9/26/2011 12:58,27.81113,66.35841,56.58834
9/26/2011 12:58,27.81113,66.39542,56.55237
9/26/2011 12:58,27.8125,66.39542,56.58918
9/26/2011 12:58,27.8125,66.32145,56.61097
9/26/2011 12:58,27.70688,66.32145,56.60016
9/26/2011 12:58,27.70688,66.35841,56.57779
9/26/2011 12:58,27.49203,66.39542,56.61829
9/26/2011 12:58,27.49203,66.28452,56.59539
9/26/2011 12:58,27.38089,66.32145,56.58948
9/26/2011 12:58,27.38089,66.39542,56.60239
9/26/2011 12:58,27.3457,66.35841,56.60323
9/26/2011 12:58,27.3457,66.32145,56.59323
9/26/2011 12:58,27.32977,66.24763,56.60697
9/26/2011 12:58,27.32977,66.32145,56.60138
9/26/2011 12:58,27.41257,66.43248,56.63895
9/26/2011 12:58,27.41257,66.35841,56.65265
9/26/2011 12:58,27.37192,66.28452,56.61792
9/26/2011 12:58,27.37192,66.28452,56.62624
9/26/2011 12:58,27.42703,66.28452,56.63682
9/26/2011 12:58,27.42703,66.32145,56.63605
9/26/2011 12:58,27.35605,66.32145,56.62357
9/26/2011 12:58,27.35605,66.43248,56.60184
9/26/2011 12:58,27.29556,66.39542,56.63259
9/26/2011 12:58,27.29556,66.35841,56.59501
9/26/2011 12:58,27.40567,66.43248,56.6314
9/26/2011 12:58,27.40567,66.35841,56.62653
9/26/2011 12:58,27.26877,66.35841,56.63222
9/26/2011 12:58,27.26877,66.35841,56.62892
9/26/2011 12:59,27.37805,66.35841,56.6157
9/26/2011 12:59,27.37805,66.35841,56.63527
9/26/2011 12:59,27.50198,66.32145,56.61954
9/26/2011 12:59,27.50198,66.35841,56.602
9/26/2011 12:59,27.50342,66.32145,56.62246
9/26/2011 12:59,27.50342,66.35841,56.62301
9/26/2011 12:59,27.60507,66.28452,56.61523
9/26/2011 12:59,27.60507,66.39542,56.64196
9/26/2011 12:59,27.69296,66.28452,56.61953
9/26/2011 12:59,27.69296,71.32834,54.2865
9/26/2011 12:59,27.83542,77.25308,48.06427
9/26/2011 12:59,27.83542,84.37066,38.72918
9/26/2011 12:59,30.02322,88.57664,29.05012
9/26/2011 12:59,30.02322,93.37019,24.84518
9/26/2011 12:59,39.37841,93.37019,24.41967
9/26/2011 12:59,39.37841,93.44348,25.01101
9/26/2011 12:59,48.40649,93.37019,25.18219
9/26/2011 12:59,48.40649,93.22396,25.4896
9/26/2011 12:59,52.15734,93.15102,25.68261
9/26/2011 12:59,52.15734,92.93286,25.82325
9/26/2011 12:59,52.9448,92.71573,26.03981
9/26/2011 12:59,52.9448,92.64358,26.01493
9/26/2011 12:59,52.98794,92.57154,26.16483
9/26/2011 12:59,52.98794,92.4278,26.23627
9/26/2011 12:59,52.72637,92.49961,26.24771
9/26/2011 12:59,52.72637,92.35609,26.34707
9/26/2011 12:59,52.70881,92.35609,26.23767
9/26/2011 12:59,52.70881,92.49961,26.35311
9/26/2011 12:59,52.79045,92.49961,26.48734
9/26/2011 12:59,52.79045,92.35609,26.34839
9/26/2011 12:59,53.08712,92.4278,26.47307
9/26/2011 12:59,53.08712,92.49961,26.38999
9/26/2011 12:59,53.09984,92.49961,26.50315
9/26/2011 12:59,53.09984,92.49961,26.46995
9/26/2011 12:59,53.30909,92.49961,26.39956
9/26/2011 12:59,53.30909,92.64358,26.48345
9/26/2011 12:59,53.75095,92.57154,26.43558
9/26/2011 12:59,53.75095,92.57154,26.67475
9/26/2011 12:59,54.45791,92.64358,26.44748
9/26/2011 12:59,54.45791,92.78799,26.324
9/26/2011 12:59,54.57322,92.57154,26.5737
9/26/2011 12:59,54.57322,92.78799,26.33559
9/26/2011 12:59,54.57864,92.78799,26.38173
9/26/2011 12:59,54.57864,92.86037,26.25562
9/26/2011 12:59,54.76415,92.93286,26.38599
9/26/2011 12:59,54.76415,93.00547,26.45961
9/26/2011 12:59,55.36779,92.86037,26.25463
9/26/2011 12:59,55.36779,93.00547,26.21752
9/26/2011 12:59,55.55169,93.07819,26.41917
9/26/2011 12:59,55.55169,93.00547,26.4735
9/26/2011 12:59,55.94347,93.07819,26.40728
9/26/2011 13:00,55.94347,93.00547,26.40408
9/26/2011 13:00,56.35379,92.86037,26.66951
9/26/2011 13:00,56.35379,92.93286,26.45926
9/26/2011 13:00,56.43049,92.93286,26.55445
9/26/2011 13:00,56.43049,92.93286,26.58952
9/26/2011 13:00,56.73746,93.00547,26.50568
9/26/2011 13:00,56.73746,93.15102,26.3087
9/26/2011 13:00,56.87704,93.29702,26.28091
9/26/2011 13:00,56.87704,93.29702,26.29573
9/26/2011 13:00,57.10259,93.37019,26.24259
9/26/2011 13:00,57.10259,93.44348,26.27835
9/26/2011 13:00,57.43026,93.44348,26.28187
9/26/2011 13:00,57.43026,93.29702,26.40251
9/26/2011 13:00,57.69843,93.22396,26.42222
9/26/2011 13:00,57.69843,91.78643,27.55008
9/26/2011 13:00,57.12598,91.50423,28.06699
9/26/2011 13:00,57.12598,91.43394,28.05361
9/26/2011 13:00,56.23536,91.36378,27.99656
9/26/2011 13:00,56.23536,91.29371,27.90943
9/26/2011 13:00,55.78167,91.36378,27.90855
9/26/2011 13:00,55.78167,91.36378,27.99668
9/26/2011 13:00,55.67875,91.36378,27.98273
9/26/2011 13:00,55.67875,91.36378,28.02074
9/26/2011 13:00,55.43185,91.36378,27.9621
9/26/2011 13:00,55.43185,91.36378,27.97203
9/26/2011 13:00,55.32286,91.43394,27.98323
9/26/2011 13:00,55.32286,91.29371,27.98624
9/26/2011 13:00,55.20096,91.29371,27.99125
9/26/2011 13:00,55.20096,91.36378,27.83974
9/26/2011 13:00,54.7774,91.29371,27.86325
9/26/2011 13:00,54.7774,91.43394,27.86916
9/26/2011 13:00,54.42672,91.29371,27.81149
9/26/2011 13:00,54.42672,91.36378,27.78801
9/26/2011 13:00,54.13891,91.43394,27.81471
9/26/2011 13:00,54.13891,91.36378,27.59518
9/26/2011 13:00,53.76118,91.36378,27.72312
9/26/2011 13:00,53.76118,91.15391,28.02923
9/26/2011 13:00,53.26374,91.15391,27.96164
9/26/2011 13:00,53.26374,91.08416,27.97145
9/26/2011 13:00,52.74799,91.01453,27.9063
9/26/2011 13:00,52.74799,91.57462,27.44488
9/26/2011 13:00,52.74038,91.71571,27.23233
9/26/2011 13:00,52.74038,91.85725,27.2712
9/26/2011 13:00,53.07001,91.85725,27.24241
9/26/2011 13:00,53.07001,91.85725,27.3322
9/26/2011 13:00,53.21051,91.78643,27.27868
9/26/2011 13:00,53.21051,91.78643,27.22041
9/26/2011 13:00,53.16142,91.78643,27.27094
9/26/2011 13:00,53.16142,91.78643,27.26701
9/26/2011 13:00,53.13639,91.85725,27.34044
9/26/2011 13:00,53.13639,91.85725,27.18338
9/26/2011 13:00,53.10815,91.71571,27.19642
9/26/2011 13:00,53.10815,91.85725,27.08626
9/26/2011 13:00,52.93056,91.78643,27.32985
9/26/2011 13:00,52.93056,91.78643,27.18973
9/26/2011 13:01,52.77616,91.78643,27.13291
9/26/2011 13:01,52.77616,91.78643,27.22322
9/26/2011 13:01,52.53595,91.78643,27.08354
9/26/2011 13:01,52.53595,91.78643,27.12632
9/26/2011 13:01,52.46206,91.78643,27.17893
9/26/2011 13:01,52.46206,91.71571,27.18798
9/26/2011 13:01,52.3994,91.71571,27.14385
9/26/2011 13:01,52.3994,91.78643,27.1135
9/26/2011 13:01,52.17516,91.71571,27.09614
9/26/2011 13:01,52.17516,91.78643,27.20276
9/26/2011 13:01,52.02172,91.71571,27.09601
9/26/2011 13:01,52.02172,91.64511,27.15662
9/26/2011 13:01,51.86707,91.64511,27.11903
9/26/2011 13:01,51.86707,91.71571,27.07004
9/26/2011 13:01,51.63116,91.78643,26.90785
9/26/2011 13:01,51.63116,91.85725,26.9023
9/26/2011 13:01,51.55121,91.78643,26.97364
9/26/2011 13:01,51.55121,91.78643,26.96841
9/26/2011 13:01,51.39679,91.71571,26.84726
9/26/2011 13:01,51.39679,91.71571,26.93383
9/26/2011 13:01,51.30124,91.71571,26.99719
9/26/2011 13:01,51.30124,90.945,27.69162
9/26/2011 13:01,50.94952,90.87557,27.77937
9/26/2011 13:01,50.94952,90.87557,27.78189
9/26/2011 13:01,50.30805,90.945,27.83877
9/26/2011 13:01,50.30805,90.945,27.63117
9/26/2011 13:01,50.02839,90.87557,27.72373
9/26/2011 13:01,50.02839,90.945,27.66014
9/26/2011 13:01,49.93645,90.945,27.67005
9/26/2011 13:01,49.93645,90.945,27.69536
9/26/2011 13:01,49.78713,90.87557,27.61336
9/26/2011 13:01,49.78713,90.945,27.68216
9/26/2011 13:01,49.70226,90.87557,27.58436
9/26/2011 13:01,49.70226,90.87557,27.71503
9/26/2011 13:01,49.64713,90.87557,27.62517
9/26/2011 13:01,49.64713,90.945,27.6444
9/26/2011 13:01,49.522,90.87557,27.58285
9/26/2011 13:01,49.522,90.945,27.64036
9/26/2011 13:01,49.47081,90.945,27.58436
9/26/2011 13:01,49.47081,90.87557,27.69816
9/26/2011 13:01,49.22252,90.945,27.5595
9/26/2011 13:01,49.22252,90.80625,27.51042
9/26/2011 13:01,49.11543,91.01453,27.57038
9/26/2011 13:01,49.11543,90.87557,27.56929
9/26/2011 13:01,49.03643,90.945,27.51534
9/26/2011 13:01,49.03643,90.945,27.52277
9/26/2011 13:01,48.91694,91.01453,27.50007
9/26/2011 13:01,48.91694,90.945,27.49644
9/26/2011 13:01,48.7963,91.01453,27.47615
9/26/2011 13:01,48.7963,90.945,27.36679
9/26/2011 13:01,48.81211,90.945,27.4026
9/26/2011 13:01,48.81211,91.01453,27.37254
9/26/2011 13:01,48.61988,90.945,27.44686
9/26/2011 13:01,48.61988,90.945,27.39814
9/26/2011 13:02,48.47802,90.945,27.3411
9/26/2011 13:02,48.47802,91.01453,27.5229
9/26/2011 13:02,48.70398,90.945,27.4402
9/26/2011 13:02,48.70398,90.87557,27.47191
9/26/2011 13:02,48.63687,91.01453,27.63081
9/26/2011 13:02,48.63687,91.43394,26.80236
9/26/2011 13:02,48.82204,91.64511,26.81065
9/26/2011 13:02,48.82204,91.64511,26.89429
9/26/2011 13:02,48.98722,91.64511,26.83907
9/26/2011 13:02,48.98722,91.64511,26.83669
9/26/2011 13:02,48.93241,91.57462,26.78733
9/26/2011 13:02,48.93241,91.57462,26.89921
9/26/2011 13:02,48.83043,91.50423,26.76245
9/26/2011 13:02,48.83043,91.57462,26.78153
9/26/2011 13:02,48.84678,91.57462,26.8522
9/26/2011 13:02,48.84678,91.57462,26.88041
9/26/2011 13:02,48.91714,91.57462,26.95942
9/26/2011 13:02,48.91714,91.50423,26.87092
9/26/2011 13:02,49.12554,91.50423,26.87355
9/26/2011 13:02,49.12554,90.53004,27.63982
9/26/2011 13:02,49.07813,89.91465,28.30906
9/26/2011 13:02,49.07813,89.64382,28.68171
9/26/2011 13:02,48.1405,89.50903,28.78309
9/26/2011 13:02,48.1405,88.3138,29.02501
9/26/2011 13:02,47.35504,88.18296,29.69776
9/26/2011 13:02,47.35504,88.18296,29.7065
9/26/2011 13:02,46.42358,88.18296,29.67834
9/26/2011 13:02,46.42358,88.11769,29.59088
9/26/2011 13:02,45.83557,87.59897,29.64012
9/26/2011 13:02,45.83557,87.02266,30.42055
9/26/2011 13:02,45.16803,86.89562,30.49603
9/26/2011 13:02,45.16803,86.70576,30.71598
9/26/2011 13:02,44.15927,86.51672,30.7447
9/26/2011 13:02,44.15927,86.51672,30.67427
9/26/2011 13:02,43.43118,86.51672,30.7361
9/26/2011 13:02,43.43118,86.45389,30.79398
9/26/2011 13:02,43.09256,85.83057,30.99826
9/26/2011 13:02,43.09256,85.70699,31.4828
9/26/2011 13:02,42.38806,85.70699,31.60541
9/26/2011 13:02,42.38806,85.64532,31.65907
9/26/2011 13:02,41.71552,85.58376,31.67751
9/26/2011 13:02,41.71552,85.70699,31.64002
9/26/2011 13:02,41.64304,85.58376,31.68414
9/26/2011 13:02,41.64304,85.58376,31.72087
9/26/2011 13:02,41.38068,85.58376,31.72384
9/26/2011 13:02,41.38068,85.64532,31.6598
9/26/2011 13:02,41.39346,85.95451,31.42884
9/26/2011 13:02,41.39346,86.64265,30.44587
9/26/2011 13:02,41.62015,86.76895,30.40079
9/26/2011 13:02,41.62015,86.83224,30.35734
9/26/2011 13:02,42.29193,86.83224,30.41559
9/26/2011 13:02,42.29193,86.83224,30.47949
9/26/2011 13:02,42.55914,86.83224,30.46687
9/26/2011 13:02,42.55914,86.83224,30.49206
9/26/2011 13:02,42.60278,87.98743,29.82827
9/26/2011 13:03,42.60278,88.18296,29.24851
9/26/2011 13:03,43.34326,88.24833,29.18331
9/26/2011 13:03,43.34326,88.3138,29.29882
9/26/2011 13:03,44.2713,88.24833,29.32613
9/26/2011 13:03,44.2713,88.24833,29.3582
9/26/2011 13:03,44.72079,88.3138,29.30751
9/26/2011 13:03,44.72079,88.3138,29.30004
9/26/2011 13:03,44.99484,88.3138,29.37172
9/26/2011 13:03,44.99484,88.3138,29.40095
9/26/2011 13:03,45.17001,88.37936,29.35601
9/26/2011 13:03,45.17001,88.51078,29.06375
9/26/2011 13:03,45.28455,88.51078,29.10835
9/26/2011 13:03,45.28455,88.57664,29.12719
9/26/2011 13:03,45.47403,88.44502,29.17493
9/26/2011 13:03,45.47403,88.57664,29.24409
9/26/2011 13:03,45.35641,89.04039,28.95638
9/26/2011 13:03,45.35641,89.10703,28.61426
9/26/2011 13:03,45.60425,89.30758,28.53486
9/26/2011 13:03,45.60425,89.37463,28.47884
9/26/2011 13:03,46.1163,89.24063,28.53149
9/26/2011 13:03,46.1163,89.30758,28.69731
9/26/2011 13:03,46.48477,89.24063,28.79467
9/26/2011 13:03,46.48477,89.30758,28.72903
9/26/2011 13:03,46.70285,89.30758,28.7833
9/26/2011 13:03,46.70285,89.24063,28.64524
9/26/2011 13:03,46.79956,89.24063,28.73071
9/26/2011 13:03,46.79956,89.30758,28.70942
9/26/2011 13:03,46.84894,89.24063,28.73883
9/26/2011 13:03,46.84894,89.17378,28.85216
9/26/2011 13:03,46.89136,89.24063,28.78011
9/26/2011 13:03,46.89136,89.24063,28.67554
9/26/2011 13:03,46.9295,89.24063,28.77539
9/26/2011 13:03,46.9295,89.30758,28.81582
9/26/2011 13:03,46.96591,89.24063,28.75449
9/26/2011 13:03,46.96591,89.24063,28.8554
9/26/2011 13:03,47.04059,89.24063,28.76917
9/26/2011 13:03,47.04059,89.24063,28.83836
9/26/2011 13:03,47.10419,89.24063,28.8007
9/26/2011 13:03,47.10419,89.04039,28.76175
9/26/2011 13:03,47.08563,87.72807,30.04771
9/26/2011 13:03,47.08563,87.53456,30.08468
9/26/2011 13:03,46.51083,88.57664,29.70581
9/26/2011 13:03,46.51083,88.70864,29.01903
9/26/2011 13:03,46.17224,88.70864,29.04996
9/26/2011 13:03,46.17224,88.7748,29.17062
9/26/2011 13:03,46.43991,88.70864,29.21678
9/26/2011 13:03,46.43991,88.64259,29.1724
9/26/2011 13:03,46.57587,88.70864,29.08577
9/26/2011 13:03,46.57587,88.64259,29.17662
9/26/2011 13:03,46.51303,88.64259,29.15316
9/26/2011 13:03,46.51303,88.3138,29.33614
9/26/2011 13:03,46.36072,88.24833,29.50138
9/26/2011 13:03,46.36072,88.18296,29.51486
9/26/2011 13:03,46.28369,88.11769,29.50544
9/26/2011 13:03,46.28369,88.11769,29.55265
9/26/2011 13:04,46.19955,88.18296,29.55446
9/26/2011 13:04,46.19955,88.18296,29.5829
9/26/2011 13:04,46.12872,88.24833,29.59347
9/26/2011 13:04,46.12872,87.92245,29.47667
9/26/2011 13:04,46.06754,88.11769,29.61093
9/26/2011 13:04,46.06754,87.85757,29.88247
9/26/2011 13:04,46.01654,87.79277,29.82076
9/26/2011 13:04,46.01654,87.79277,29.77576
9/26/2011 13:04,45.8884,87.72807,29.73095
9/26/2011 13:04,45.8884,88.51078,29.34454
9/26/2011 13:04,45.85507,88.70864,28.8828
9/26/2011 13:04,45.85507,88.7748,28.90549
9/26/2011 13:04,45.90601,88.64259,28.99211
9/26/2011 13:04,45.90601,88.84104,29.11182
9/26/2011 13:04,45.8959,88.64259,29.08367
9/26/2011 13:04,45.8959,88.90739,29.31263
9/26/2011 13:04,46.05936,89.24063,29.05981
9/26/2011 13:04,46.05936,91.85725,26.37222
9/26/2011 13:04,47.35493,92.07038,26.30176
9/26/2011 13:04,47.35493,92.21301,26.3066
9/26/2011 13:04,49.32356,92.14164,26.35346
9/26/2011 13:04,49.32356,92.14164,26.52497
9/26/2011 13:04,50.61246,92.21301,26.43633
9/26/2011 13:04,50.61246,91.99923,26.55181
9/26/2011 13:04,51.22568,92.07038,26.5885
9/26/2011 13:04,51.22568,86.1411,30.4033
9/26/2011 13:04,50.07965,80.70983,36.89409
9/26/2011 13:04,50.07965,76.36113,43.62994
9/26/2011 13:04,43.82339,73.94224,48.01852
9/26/2011 13:04,43.82339,71.93172,50.57778
9/26/2011 13:04,37.31577,70.27568,52.98096
9/26/2011 13:04,37.31577,69.21337,55.04747
9/26/2011 13:04,32.78165,75.6815,50.1885
9/26/2011 13:04,32.78165,81.87552,40.28967
9/26/2011 13:04,31.63327,82.32849,38.71672
9/26/2011 13:04,31.63327,82.67152,37.81678
9/26/2011 13:04,34.22101,82.84412,37.2314
9/26/2011 13:04,34.22101,84.85175,33.42304
9/26/2011 13:04,36.41165,85.15522,32.78142
9/26/2011 13:04,36.41165,85.21618,32.50671
9/26/2011 13:04,38.67468,90.05068,28.74828
9/26/2011 13:04,38.67468,91.22375,26.5753
9/26/2011 13:04,42.83741,92.21301,26.04689
9/26/2011 13:04,42.83741,92.14164,25.57241
9/26/2011 13:04,47.62791,92.49961,26.47656
9/26/2011 13:04,47.62791,94.03397,25.03095
9/26/2011 13:04,50.50539,93.51689,25.11429
9/26/2011 13:04,50.50539,93.44348,25.52806
9/26/2011 13:04,52.37197,93.59041,25.55052
9/26/2011 13:04,52.37197,92.57154,26.0838
9/26/2011 13:04,52.85952,92.4278,26.63522
9/26/2011 13:04,52.85952,92.28449,26.63041
9/26/2011 13:04,52.5278,92.21301,26.49622
9/26/2011 13:04,52.5278,91.57462,26.8571
9/26/2011 13:05,52.01,91.50423,27.2478
9/26/2011 13:05,52.01,91.36378,27.21117
9/26/2011 13:05,51.36618,91.36378,27.1523
9/26/2011 13:05,51.36618,91.43394,27.14005
9/26/2011 13:05,50.78183,90.59894,27.91359
9/26/2011 13:05,50.78183,90.46124,28.10755
9/26/2011 13:05,50.13519,90.53004,27.93968
9/26/2011 13:05,50.13519,90.32397,27.96784
9/26/2011 13:05,49.63257,89.77904,28.5836
9/26/2011 13:05,49.63257,89.71138,28.60581
9/26/2011 13:05,48.91641,89.71138,28.62658
9/26/2011 13:05,48.91641,89.71138,28.63043
9/26/2011 13:05,48.26654,89.71138,28.5141
9/26/2011 13:05,48.26654,89.64382,28.50625
9/26/2011 13:05,48.1987,89.71138,28.63113
9/26/2011 13:05,48.1987,89.71138,28.50363
9/26/2011 13:05,48.082,89.71138,28.57872
9/26/2011 13:05,48.082,89.71138,28.57964
9/26/2011 13:05,47.95166,89.64382,28.61295
9/26/2011 13:05,47.95166,89.64382,28.54461
9/26/2011 13:05,47.62323,89.77904,28.42754
9/26/2011 13:05,47.62323,89.71138,28.43443
9/26/2011 13:05,47.65479,89.77904,28.58507
9/26/2011 13:05,47.65479,89.64382,28.49624
9/26/2011 13:05,47.6059,88.3138,28.75347
9/26/2011 13:05,47.6059,86.83224,30.78072
9/26/2011 13:05,46.87363,86.57964,30.94071
9/26/2011 13:05,46.87363,86.45389,31.02125
9/26/2011 13:05,45.3428,86.51672,30.86443
9/26/2011 13:05,45.3428,85.70699,31.08732
